0 -4.0
1 -1.6649926324938658
2 -1.0395783864425576
3 -1.0008285369916312
4 -1.0000121340802688
5 -1.0000001676247232
6 -1.0000000022989963
7 -1.0000000000315044
8 -1.0000000000004317
9 -1.000000000000006
10 -1.0
11 -1.0
12 -1.0
13 -1.0
14 -1.0
15 -1.0
16 -1.0
17 -1.0
18 -1.0
19 -1.0
0 -4.0
1 -1.6649926324938658
2 -1.0395783864425576
3 -1.0008285369916312
4 -1.0000121340802688
5 -1.0000001676247232
6 -1.0000000022989963
7 -1.0000000000315044
8 -1.0000000000004317
9 -1.000000000000006
10 -1.0
11 -1.0
12 -1.0
13 -1.0
14 -1.0
15 -1.0
16 -1.0
17 -1.0
18 -1.0
19 -1.0
0 -4.0
1 -1.6649926324938658
2 -1.0395783864425576
3 -1.0008285369916312
4 -1.0000121340802688
5 -1.0000001676247232
6 -1.0000000022989963
7 -1.0000000000315044
8 -1.0000000000004317
9 -1.000000000000006
10 -1.0
11 -1.0
12 -1.0
13 -1.0
14 -1.0
15 -1.0
16 -1.0
17 -1.0
18 -1.0
19 -1.0
0 -4.0
1 -1.6649926324938658
2 -1.0395783864425576
3 -1.0008285369916312
4 -1.0000121340802688
5 -1.0000001676247232
6 -1.0000000022989963
7 -1.0000000000315044
8 -1.0000000000004317
9 -1.000000000000006
10 -1.0
11 -1.0
12 -1.0
13 -1.0
14 -1.0
15 -1.0
16 -1.0
17 -1.0
18 -1.0
19 -1.0
