1 -0.41512345679012347
2 -1.0649377499078285
3 -1.2389856445136709
4 -1.2497694246335018
5 -1.2499966231803366
6 -1.2499999533513502
7 -1.2499999993602073
8 -1.2499999999912326
9 -1.2499999999998799
10 -1.2499999999999984
11 -1.25
12 -1.25
13 -1.25
14 -1.25
15 -1.25
16 -1.25
17 -1.25
18 -1.25
19 -1.25
20 -1.25
1 -0.41512345679012347
2 -1.0649377499078285
3 -1.2389856445136709
4 -1.2497694246335018
5 -1.2499966231803366
6 -1.2499999533513502
7 -1.2499999993602073
8 -1.2499999999912326
9 -1.2499999999998799
10 -1.2499999999999984
11 -1.25
12 -1.25
13 -1.25
14 -1.25
15 -1.25
16 -1.25
17 -1.25
18 -1.25
19 -1.25
20 -1.25
1 -0.41512345679012347
2 -1.0649377499078285
3 -1.2389856445136709
4 -1.2497694246335018
5 -1.2499966231803366
6 -1.2499999533513502
7 -1.2499999993602073
8 -1.2499999999912326
9 -1.2499999999998799
10 -1.2499999999999984
11 -1.25
12 -1.25
13 -1.25
14 -1.25
15 -1.25
16 -1.25
17 -1.25
18 -1.25
19 -1.25
20 -1.25
1 -0.41512345679012347
2 -1.0649377499078285
3 -1.2389856445136709
4 -1.2497694246335018
5 -1.2499966231803366
6 -1.2499999533513502
7 -1.2499999993602073
8 -1.2499999999912326
9 -1.2499999999998799
10 -1.2499999999999984
11 -1.25
12 -1.25
13 -1.25
14 -1.25
15 -1.25
16 -1.25
17 -1.25
18 -1.25
19 -1.25
20 -1.25
